N_address_qubits,seed,transpiled_classic_size,transpiled_gray_size,transpiled_classic_depth,transpiled_gray_depth,fidelity_standard,fidelity_optimized,optimization_level
2,6,126,121,98,95,0.41625880615559185,0.4248859273579211,0
3,6,686,665,536,511,0.07368675225045246,0.0727964496403476,0
4,6,1605,1554,1142,1136,0.032957177488640126,0.033146053043332624,0
5,6,5136,5313,3327,3494,0.016389959524647994,0.01637340448115393,0
6,6,15233,14755,9262,9135,0.007965117827624161,0.007896114541955455,0
7,6,50141,49439,39487,39309,0.0039940211529754435,0.0040524881256111065,0
8,6,137326,135338,98255,97574,0.002189473245306444,0.002067533383189861,0
2,6,83,83,70,72,0.43029371884758305,0.43064643175940365,1
3,6,448,440,324,320,0.0761587869601491,0.07680870615268912,1
4,6,1628,1620,969,970,0.03214315151686792,0.032185017263579446,1
5,6,4966,4990,3004,3005,0.016194476243556837,0.016063665119871142,1
6,6,14322,14354,8715,8724,0.007927043486117641,0.007928085249551686,1
7,6,33313,32812,26594,26280,0.004004193010600168,0.004052917693391831,1
8,6,79385,79167,59843,59641,0.0021502984452764894,0.0021178043505329642,1
2,6,94,95,74,73,0.47601795997294627,0.46795621754480665,2
3,6,482,486,321,322,0.07847200924094405,0.07769717191531075,2
4,6,1845,1848,968,969,0.03080537732055194,0.03233399137837262,2
5,6,5185,5161,3003,3003,0.015690179886700732,0.015710975321696387,2
6,6,15154,15096,8714,8716,0.00778474362792073,0.007773447158200675,2
7,6,33143,32837,26022,25959,0.004014099796198774,0.003983361269904242,2
8,6,83259,83236,56940,56936,0.002078376416839952,0.0020212999767455064,2
2,6,96,97,74,73,0.4658368167623642,0.4657984893726729,3
3,6,482,486,321,322,0.0787731982433146,0.07898435054561659,3
4,6,1845,1846,968,970,0.03104357316441514,0.03252641549848171,3
5,6,5187,5159,3002,3004,0.015484951028416665,0.01595051699382405,3
6,6,15154,15096,8711,8717,0.007809463022413681,0.007794761315162128,3
7,6,33271,32752,26152,25889,0.00406334497870613,0.004010361628099276,3
8,6,83243,83232,56972,56944,0.0020695554896522296,0.002021702340638912,3
