N_address_qubits,seed,transpiled_classic_size,transpiled_gray_size,transpiled_classic_depth,transpiled_gray_depth,fidelity_standard,fidelity_optimized,optimization_level
2,2,123,130,95,104,0.4313069441598437,0.3929769717162928,0
3,2,665,656,511,506,0.07374611801862438,0.07348779902780997,0
4,2,1635,1560,1171,1137,0.033107381778677274,0.03289610360993872,0
5,2,5517,5199,3470,3278,0.016031649066812943,0.016245986835109603,0
6,2,15158,14761,9172,9001,0.007945021635530198,0.007897233524602683,0
7,2,50660,49559,39712,39519,0.004047376608393262,0.004054704743634785,0
8,2,137602,136493,98831,98741,0.0020963792024505223,0.002073598425890225,0
2,2,83,83,72,72,0.4428735928848274,0.44803959835768625,1
3,2,448,440,326,320,0.07582624694115078,0.0771791237371955,1
4,2,1628,1620,969,970,0.03225709109680813,0.032252115337026196,1
5,2,4966,4990,3004,3005,0.016147801676047985,0.01610805198841087,1
6,2,14322,14327,8715,8719,0.007956876044380917,0.007929836386797345,1
7,2,33469,33100,26791,26632,0.00400585351118936,0.004042528290195399,1
8,2,79385,79167,59825,59728,0.0021465068313576553,0.002112106886592036,1
2,2,96,96,74,72,0.4493092666155607,0.4762919689397438,2
3,2,488,480,327,316,0.07787543650032924,0.07883098964255567,2
4,2,1845,1848,968,969,0.030949227875832097,0.032161086680591935,2
5,2,5187,5161,3002,3003,0.015427152603623387,0.01578526399928464,2
6,2,15152,15096,8714,8716,0.007804781326940111,0.0078063364508632865,2
7,2,33241,32775,26127,25906,0.004017820445847444,0.00406750481650814,2
8,2,83201,83258,57056,56892,0.0020508984571170653,0.0020680075813884445,2
2,2,96,96,74,74,0.44703032885889066,0.4778870918178633,3
3,2,476,480,316,316,0.0790982055300568,0.07829238356256854,3
4,2,1845,1846,968,970,0.031182659830316324,0.03273532595053353,3
5,2,5187,5159,3002,3004,0.015319333626454958,0.015992579675971383,3
6,2,15152,15095,8714,8717,0.007852386594618961,0.007829607767552007,3
7,2,32997,32791,25942,25928,0.003977139952002407,0.0039743837798686555,3
8,2,83239,83270,56980,56868,0.002075198916566068,0.002039899141161176,3
