N_address_qubits,seed,transpiled_classic_size,transpiled_gray_size,transpiled_classic_depth,transpiled_gray_depth,fidelity_standard,fidelity_optimized,optimization_level
2,3,126,133,98,107,0.4261882256264372,0.3858340991673179,0
3,3,686,653,526,515,0.07137413868857957,0.07349313409031086,0
4,3,1608,1569,1148,1146,0.0332290937556775,0.03291465258193181,0
5,3,5487,5304,3463,3577,0.016206561817629465,0.01622564780605308,0
6,3,15101,14845,9158,9100,0.007928800781608568,0.007928729154961511,0
7,3,50147,49469,39523,39486,0.004050636067850197,0.004028906199647719,0
8,3,137269,135458,98462,98241,0.0020946972192758886,0.002164963166418149,0
2,3,83,83,73,69,0.4379552932817599,0.44502740855243694,1
3,3,442,428,320,309,0.0749815203691481,0.07702731477243492,1
4,3,1628,1620,969,970,0.03226850948255102,0.03234381918698513,1
5,3,4966,4990,3004,3005,0.016311421575614417,0.0161171902923285,1
6,3,14325,14351,8714,8729,0.007940193775827178,0.007936227997711823,1
7,3,33217,33208,26583,26712,0.004011054774073754,0.004044799004604364,1
8,3,79385,79167,59885,59653,0.0021502068077877056,0.0021106068222557246,1
2,3,94,97,74,73,0.46296279560550674,0.4618917257139571,2
3,3,482,486,321,322,0.0787178274371165,0.07884411352068174,2
4,3,1843,1846,969,970,0.03162392668491665,0.03278927759925204,2
5,3,5187,5159,3002,3004,0.01544839689989747,0.0159936435618351,2
6,3,15154,15095,8711,8717,0.007831320364371095,0.007839996724014524,2
7,3,33395,32837,26222,25955,0.0039636068784163194,0.004042908851729723,2
8,3,83197,83314,57064,56780,0.0020264925543166286,0.00204097758710784,2
2,3,94,97,74,73,0.45901459773908654,0.4596998231857315,3
3,3,482,486,321,322,0.07895240350088722,0.07824721764530096,3
4,3,1845,1848,968,969,0.030926970762316503,0.032051970875695626,3
5,3,5185,5159,3003,3004,0.015690101735218093,0.016039912407036467,3
6,3,15152,15096,8714,8716,0.007804285112850071,0.007816715805741935,3
7,3,32810,32742,25817,25872,0.004023741175786483,0.004019223284236694,3
8,3,83243,83306,56972,56796,0.002060049225108248,0.0020418079599674732,3
